Annual Tuition Fee*,Course Duration,Course Credits,Delivery Medium,Course Link,Tuition Link,Application Fee,Application Link
"$19,560",24 Months,39,On Campus,https://academics.pittstate.edu/academic-programs/psychology-and-counseling/psychology-behavior-analysis-masters-program.html#undefined2,https://admission.pittstate.edu/tuition-and-costs.html#undefined3,$60,https://admission.pittstate.edu/apply.html
"$17,684",24 Months,NA,On Campus,https://www.pittstate.edu/registrar/catalog/archive/2020-2021/college-of-education/teaching-and-leadership/ms-in-teaching.html,https://admission.pittstate.edu/tuition-and-costs.html#undefined1,,
"$17,684",24 Months,NA,On Campus,https://www.pittstate.edu/registrar/catalog/archive/2020-2021/college-of-education/teaching-and-leadership/specialist-in-education-degree-with-a-major-in-advanced-studies-in-leadership.html,https://admission.pittstate.edu/tuition-and-costs.html#undefined1,,
"$19,136",24 Months,51,On Campus,https://www.pittstate.edu/registrar/catalog/archive/2020-2021/college-of-technology/engineering-technology/aas-in-plastics-technology.html,https://admission.pittstate.edu/tuition-and-costs.html#undefined2,,
"$37,696",24 Months,NA,On Campus,https://www.pittstate.edu/registrar/catalog/archive/2020-2021/interdisciplinary-programs/bachelor-of-integrated-studies.html,https://admission.pittstate.edu/tuition-and-costs.html#undefined1,,
"$16,300",24 Months,30,On Campus,https://academics.pittstate.edu/academic-programs/communication/communication-graduate-program.html,https://admission.pittstate.edu/tuition-and-costs.html#undefined3,$60,https://admission.pittstate.edu/apply.html
"$19,320",24 Months,NA,On Campus,https://www.pittstate.edu/registrar/catalog/archive/2020-2021/college-of-education/teaching-and-leadership/ma-in-teaching-elementary-educ-k-6.html,https://admission.pittstate.edu/tuition-and-costs.html#undefined2,,
"$17,684",24 Months,NA,On Campus,https://www.pittstate.edu/registrar/catalog/archive/2020-2021/college-of-education/teaching-and-leadership/ms-in-reading.html,https://admission.pittstate.edu/tuition-and-costs.html#undefined1,,
"$13,040",36 Months,67,On Campus,https://academics.pittstate.edu/academic-programs/psychology-and-counseling/clinical-psychology-masters-degree.html#undefined2,https://admission.pittstate.edu/tuition-and-costs.html#undefined3,$60,https://admission.pittstate.edu/apply.html
"$18,804",24 Months,30,On Campus,https://academics.pittstate.edu/academic-programs/graphics-and-imaging-technologies/graphics-management-graduate-emphasis.html,https://admission.pittstate.edu/tuition-and-costs.html#undefined2,,
"$44,875",24 Months,48,On Campus,https://environment.yale.edu/academics/degrees/mem,https://environment.yale.edu/aid/tuition/,NA,https://apply.environment.yale.edu/apply/
"$11,910",24 Months,30,On Campus,https://www.hartford.edu/academics/schools-colleges/barney/academics/business-administration/msba.aspx,https://www.hartford.edu/academics/schools-colleges/barney/academics/business-administration/msba.aspx,$50,https://go.hartford.edu/apply/
"£14,000",12 Months,180,On Campus,https://www.cardiffmet.ac.uk/technologies/courses/Pages/Data-Science-MSc.aspx,"http://www.cardiffmet.ac.uk/study/finance/Pages/Postgraduate,-Research-and-Part-Time-Students-.aspx",NA,http://www.cardiffmet.ac.uk/international/study/applying/Pages/How-to-Apply.aspx
"$22,933",24 Months,52,On Campus,https://www.cdm.depaul.edu/academics/Pages/MS-in-Cybersecurity.aspx,https://offices.depaul.edu/student-financial-accounts/cost-of-attendance/tuition/Pages/Tuition-Rates-2021-2022.aspx,$25,https://grad.depaul.edu/apply/
"$33,060",24 Months,60,On Campus,https://business.depaul.edu/academics/accountancy-mis/graduate/management-information-systems-mba/Pages/default.aspx,https://offices.depaul.edu/student-financial-accounts/cost-of-attendance/tuition/Pages/Tuition-Rates-2021-2022.aspx,$60,"https://grad.depaul.edu/apply/
"
"$30,576",18 Months,52,On Campus,https://www.cdm.depaul.edu/academics/Pages/MS-in-Data-Science.aspx,https://offices.depaul.edu/student-financial-accounts/cost-of-attendance/tuition/Pages/Tuition-Rates-2021-2022.aspx,$25,https://grad.depaul.edu/apply/
"$22,932",24 Months,52,On Campus,http://www.cdm.depaul.edu/academics/Pages/MSinBusinessInformationTechnology.aspx,https://offices.depaul.edu/student-financial-accounts/cost-of-attendance/tuition/Pages/Tuition-Rates-2021-2022.aspx,$25,"https://grad.depaul.edu/apply/
"
"$26,448",24 Months,48,On Campus,https://business.depaul.edu/academics/management-entrepreneurship/graduate/business-analytics-ms/Pages/default.aspx,https://offices.depaul.edu/student-financial-accounts/cost-of-attendance/tuition/Pages/Tuition-Rates-2021-2022.aspx,$60,https://grad.depaul.edu/apply/
"$25,920",24 Months,48,On Campus,https://business.depaul.edu/academics/management-entrepreneurship/graduate/supply-chain-management-ms/Pages/default.aspx,https://offices.depaul.edu/student-financial-accounts/cost-of-attendance/tuition/Pages/Tuition-Rates-2019-2020.aspx,$60,https://grad.depaul.edu/apply/
"$18,000",24 Months,48,On Campus,https://csh.depaul.edu/academics/mathematical-sciences/graduate/applied-mathematics-ms/Pages/default.aspx,https://offices.depaul.edu/student-financial-accounts/cost-of-attendance/tuition/Pages/Tuition-Rates-2021-2022.aspx,$60,"https://grad.depaul.edu/apply/
"
"$18,000",24 Months,48,On Campus,https://csh.depaul.edu/academics/physics/graduate/physics-ms/Pages/default.aspx,https://offices.depaul.edu/student-financial-accounts/cost-of-attendance/tuition/Pages/Tuition-Rates-2021-2022.aspx,$60,"https://grad.depaul.edu/apply/
"
"$35,264",18 Months,48,On Campus,https://business.depaul.edu/academics/economics/graduate/economics-policy-analysis-ms/Pages/default.aspx,https://offices.depaul.edu/student-financial-accounts/cost-of-attendance/tuition/Pages/Tuition-Rates-2021-2022.aspx,$60,"https://grad.depaul.edu/apply/
"
"$17,496",24 Months,48,On Campus,https://las.depaul.edu/academics/english/graduate/creative-writing-and-publishing-mfa/Pages/default.aspx,https://offices.depaul.edu/student-financial-accounts/cost-of-attendance/tuition/Pages/Tuition-Rates-2021-2022.aspx,$60,"https://grad.depaul.edu/apply/
"
"$18,000",24 Months,48,On Campus,https://csh.depaul.edu/academics/psychology/graduate/psychology-ms/Pages/default.aspx,https://offices.depaul.edu/student-financial-accounts/cost-of-attendance/tuition/Pages/Tuition-Rates-2021-2022.aspx,$60,"https://grad.depaul.edu/apply/
"
"$12,000",36 Months,48,On Campus,https://csh.depaul.edu/academics/psychology/graduate/psychological-science-ma-phd/Pages/default.aspx,https://offices.depaul.edu/student-financial-accounts/cost-of-attendance/tuition/Pages/Tuition-Rates-2021-2022.aspx,$60,"https://grad.depaul.edu/apply/
"
"$10,206",24 Months,28,On Campus,https://las.depaul.edu/academics/sociology/graduate/sociology-ma/Pages/default.aspx,https://offices.depaul.edu/student-financial-accounts/cost-of-attendance/tuition/Pages/Tuition-Rates-2021-2022.aspx,$60,"https://grad.depaul.edu/apply/
"
"$18,600",24 Months,48,On Campus,"https://communication.depaul.edu/academics/communication-media/graduate/communication-and-media-ma/Pages/default.aspx
",https://offices.depaul.edu/student-financial-accounts/cost-of-attendance/tuition/Pages/Tuition-Rates-2021-2022.aspx,$40,"https://grad.depaul.edu/apply/
"
"CA$34,074",18 Months,NA,On Campus,https://www.royalroads.ca/prospective-students/master-business-administration-executive-management,https://www.royalroads.ca/prospective-students/domestic-tuition/international-tuition,CA$126,https://myadmin.royalroads.ca/Pages/CreateAccount.aspx?typeid=OLAF
"$52,896",12 Months,48,On Campus,https://business.depaul.edu/academics/accountancy-mis/graduate/accountancy-msa/Pages/default.aspx,https://offices.depaul.edu/student-financial-accounts/cost-of-attendance/tuition/Pages/Tuition-Rates-2021-2022.aspx,$60,https://grad.depaul.edu/apply/
"CA$21,664",18 Months,NA,On Campus,https://www.royalroads.ca/prospective-students/master-arts-intercultural-and-international-communication,https://www.royalroads.ca/prospective-students/domestic-tuition/international-tuition,,
"CA$33,475",12 Months,NA,On Campus,https://www.royalroads.ca/prospective-students/master-global-management,https://www.royalroads.ca/prospective-students/domestic-tuition/international-tuition,,
"CA$16,667",24 Months,NA,On Campus,https://www.royalroads.ca/prospective-students/master-arts-tourism-management,https://www.royalroads.ca/prospective-students/domestic-tuition/international-tuition,,
"CA$16,738",24 Months,NA,On Campus,https://www.royalroads.ca/prospective-students/master-arts-global-leadership,https://www.royalroads.ca/prospective-students/domestic-tuition/international-tuition,,
"CA$22,633",8 Months,NA,On Campus,https://www.senecacollege.ca/programs/fulltime/CYT.html,https://www.senecacollege.ca/programs/fulltime/CYT/costs.html#pre-content_menu,NA,https://www.senecacollege.ca/programs/fulltime/CYT/apply-now.html#pre-content_menu
"CA$16,114",24 Months,NA,On Campus,https://www.senecacollege.ca/programs/fulltime/CPP.html,https://www.senecacollege.ca/programs/fulltime/CPP/costs.html#pre-content_menu,CA$90,https://iapprdb2c.b2clogin.com/iapprdb2c.onmicrosoft.com/b2c_1_signupsignin/oauth2/v2.0/authorize?response_type=id_token&scope=https%3A%2F%2FIAPPRDB2C.onmicrosoft.com%2Fapi%2Fread%20openid%20profile&client_id=fe6d2680-1079-43ee-a230-3002ec2ab4d1&redirect_uri=https%3A%2F%2Fintl.senecacollege.ca%2Fapplication&state=674880a2-26f1-4922-b962-c6df89551a04&nonce=074486f6-c4ce-48ba-99cd-20c4af8bda7b&client_info=1&x-client-SKU=MSAL.JS&x-client-Ver=0.2.2&client-request-id=bd65ea68-11c1-4147-a62b-af62c0aa0409&prompt=select_account&response_mode=fragment
"CA$15,164",12 Months,NA,On Campus,https://www.senecacollege.ca/programs/fulltime/BAN.html,https://www.senecacollege.ca/programs/fulltime/BAN/costs.html#menu,CA$90,https://iapprdb2c.b2clogin.com/iapprdb2c.onmicrosoft.com/b2c_1_signupsignin/oauth2/v2.0/authorize?response_type=id_token&scope=https%3A%2F%2FIAPPRDB2C.onmicrosoft.com%2Fapi%2Fread%20openid%20profile&client_id=fe6d2680-1079-43ee-a230-3002ec2ab4d1&redirect_uri=https%3A%2F%2Fintl.senecacollege.ca%2Fapplication&state=dd2cab3c-975b-4c0d-bf52-fd1bd91423a7&nonce=bdf30b02-31e7-49c9-9250-33bc58472d38&client_info=1&x-client-SKU=MSAL.JS&x-client-Ver=0.2.2&client-request-id=cd988424-d6b0-491b-acfc-efc62c61f09a&prompt=select_account&response_mode=fragment
"CA$15,164",36 Months,NA,On Campus,https://www.senecacolege.ca/programs/fulltime/ACF.html#menu,https://www.senecacollege.ca/programs/fulltime/ACF/costs.html#menu,CA$90,https://iapprdb2c.b2clogin.com/iapprdb2c.onmicrosoft.com/b2c_1_signupsignin/oauth2/v2.0/authorize?response_type=id_token&scope=https%3A%2F%2FIAPPRDB2C.onmicrosoft.com%2Fapi%2Fread%20openid%20profile&client_id=fe6d2680-1079-43ee-a230-3002ec2ab4d1&redirect_uri=https%3A%2F%2Fintl.senecacolege.ca%2Fapplication&state=27ded986-0f7f-4215-a609-1a65aff92cb4&nonce=85b6de9f-08f8-445f-89ff-5535bf8cd115&client_info=1&x-client-SKU=MSAL.JS&x-client-Ver=0.2.2&client-request-id=7f3513b6-f76a-499b-b73a-24d34f9e8966&prompt=select_account&response_mode=fragment
"CA$20,145",12 Months,NA,On Campus,https://www.senecacollege.ca/programs/fulltime/DAD.html,https://www.senecacollege.ca/programs/fulltime/DAD/costs.html#menu,CA$90,https://iapprdb2c.b2clogin.com/iapprdb2c.onmicrosoft.com/b2c_1_signupsignin/oauth2/v2.0/authorize?response_type=id_token&scope=https%3A%2F%2FIAPPRDB2C.onmicrosoft.com%2Fapi%2Fread%20openid%20profile&client_id=fe6d2680-1079-43ee-a230-3002ec2ab4d1&redirect_uri=https%3A%2F%2Fintl.senecacollege.ca%2Fapplication&state=6acc6255-7941-4d54-940b-444104f8308b&nonce=220cea2d-b07f-480a-accc-e154549d9118&client_info=1&x-client-SKU=MSAL.JS&x-client-Ver=0.2.2&client-request-id=2a1c6060-da33-4853-adf9-4ab4708ac2a5&prompt=select_account&response_mode=fragment
"CA$22,633",8 Months,NA,On Campus,https://www.senecacollege.ca/programs/fulltime/FIP.html#menu,https://www.senecacollege.ca/programs/fulltime/FIP/costs.html#menu,CA$90,https://iapprdb2c.b2clogin.com/iapprdb2c.onmicrosoft.com/b2c_1_signupsignin/oauth2/v2.0/authorize?response_type=id_token&scope=https%3A%2F%2FIAPPRDB2C.onmicrosoft.com%2Fapi%2Fread%20openid%20profile&client_id=fe6d2680-1079-43ee-a230-3002ec2ab4d1&redirect_uri=https%3A%2F%2Fintl.senecacolege.ca%2Fapplication&state=27ded986-0f7f-4215-a609-1a65aff92cb4&nonce=85b6de9f-08f8-445f-89ff-5535bf8cd115&client_info=1&x-client-SKU=MSAL.JS&x-client-Ver=0.2.2&client-request-id=7f3513b6-f76a-499b-b73a-24d34f9e8966&prompt=select_account&response_mode=fragment
"CA$15,164",36 Months,NA,On Campus,https://www.senecacolege.ca/programs/fulltime/BAF.html,https://www.senecacollege.ca/programs/fulltime/BAF/costs.html#pre-content_menu,CA$90,https://iapprdb2c.b2clogin.com/iapprdb2c.onmicrosoft.com/b2c_1_signupsignin/oauth2/v2.0/authorize?response_type=id_token&scope=https%3A%2F%2FIAPPRDB2C.onmicrosoft.com%2Fapi%2Fread%20openid%20profile&client_id=fe6d2680-1079-43ee-a230-3002ec2ab4d1&redirect_uri=https%3A%2F%2Fintl.senecacolege.ca%2Fapplication&state=27ded986-0f7f-4215-a609-1a65aff92cb4&nonce=85b6de9f-08f8-445f-89ff-5535bf8cd115&client_info=1&x-client-SKU=MSAL.JS&x-client-Ver=0.2.2&client-request-id=7f3513b6-f76a-499b-b73a-24d34f9e8966&prompt=select_account&response_mode=fragment
"£15,900",12 Months,NA,On Campus,https://www.lincoln.ac.uk/home/course/mgtmgtms/,https://www.lincoln.ac.uk/home/studyatlincoln/coursefees/postgraduatefeespgtblpremium/,NA,https://uol.t1cloud.com/T1Default/CiAnywhere/Web/UOL/StudentCore/StudentApplicationRegistrationMyMaintenance?f=%24SC.STUAPPREG.MNT&suite=SM&CourseCode=MGTMGTMS
"CA$16,283",24 Months,NA,On Campus,https://www.senecacollege.ca/programs/fulltime/BTT.html,https://www.senecacollege.ca/programs/fulltime/BTT/costs.html#menu,CA$90,https://iapprdb2c.b2clogin.com/iapprdb2c.onmicrosoft.com/b2c_1_signupsignin/oauth2/v2.0/authorize?response_type=id_token&scope=https%3A%2F%2FIAPPRDB2C.onmicrosoft.com%2Fapi%2Fread%20openid%20profile&client_id=fe6d2680-1079-43ee-a230-3002ec2ab4d1&redirect_uri=https%3A%2F%2Fintl.senecacollege.ca%2Fapplication&state=7bcc704f-93b2-48e7-a36b-7ee962636e41&nonce=f6de775c-4b0f-43a1-9f0e-da2da36e2f06&client_info=1&x-client-SKU=MSAL.JS&x-client-Ver=0.2.2&client-request-id=2d9d9f1f-dc6c-4df5-9059-7a3d16c5a2c4&prompt=select_account&response_mode=fragment
"$13,832",24 Months,33,On Campus,https://cas.illinoisstate.edu/academics/graduate-info.php?s=masters-cas-anthropology_masters,https://studentaccounts.illinoisstate.edu/billing/graduate-tuition/,$50,https://connect.illinoisstate.edu/apply/
"£16,000",12 Months,NA,On Campus,https://www.lincoln.ac.uk/home/course/supoenms/,https://www.lincoln.ac.uk/home/course/supoenms/,NA,https://uol.t1cloud.com/T1Default/CiAnywhere/Web/UOL/StudentCore/StudentApplicationRegistrationMyMaintenance?f=%24SC.STUAPPREG.MNT&suite=SM&CourseCode=BIOTECMS
"£16,000",12 Months,NA,On Campus,https://www.lincoln.ac.uk/home/course/cmpcmpms/,https://www.lincoln.ac.uk/home/course/cmpcmpms/,NA,https://uol.t1cloud.com/T1Default/CiAnywhere/Web/UOL/StudentCore/StudentApplicationRegistrationMyMaintenance?f=%24SC.STUAPPREG.MNT&suite=SM&CourseCode=CMPCMPMS
"$13,413",24 Months,32,On Campus,https://illinoisstate.edu/academics/actuarial-science-masters/,https://studentaccounts.illinoisstate.edu/billing/graduate-tuition/,$50,https://connect.illinoisstate.edu/apply/
"$15,890",12 Months,NA,On Campus,https://www.intostudy.com/en/universities/illinois-state-university/programs/graduate-pathway-in-computer-science-non-cs-background,https://www.intostudy.com/en/universities/illinois-state-university/programs/graduate-pathway-in-computer-science-non-cs-background,NA,https://apply.intostudy.com/en/to/course/aCI1p000000PEHlGAO
"$15,928",24 Months,38,On Campus,https://cas.illinoisstate.edu/academics/graduate-info.php?s=masters-cas-cbs_masters,https://studentaccounts.illinoisstate.edu/billing/graduate-tuition/,$50,https://connect.illinoisstate.edu/apply/
"£16,100",12 Months,NA,On Campus,https://www.lincoln.ac.uk/home/course/egrresms/,https://www.lincoln.ac.uk/home/course/egrresms/,NA,https://uol.t1cloud.com/T1Default/CiAnywhere/Web/UOL/StudentCore/StudentApplicationRegistrationMyMaintenance?f=%24SC.STUAPPREG.MNT&suite=SM&CourseCode=BIOTECMS
"£16,000",12 Months,NA,On Campus,https://www.lincoln.ac.uk/home/course/digmedma/,https://www.lincoln.ac.uk/home/studyatlincoln/coursefees/postgraduatefeespgtlab/,NA,https://uol.t1cloud.com/T1Default/CiAnywhere/Web/UOL/StudentCore/StudentApplicationRegistrationMyMaintenance?f=%24SC.STUAPPREG.MNT&suite=SM&CourseCode=DIGMEDMA
"£16,100",12 Months,NA,On Campus,https://www.lincoln.ac.uk/home/course/mthappms/,https://www.lincoln.ac.uk/home/course/mthappms/,NA,https://uol.t1cloud.com/T1Default/CiAnywhere/Web/UOL/StudentCore/StudentApplicationRegistrationMyMaintenance?f=%24SC.STUAPPREG.MNT&suite=SM&CourseCode=BIOTECMS
"$54,300",24 Months,60,On Campus,https://www.newschool.edu/parsons/mfa-interior-design/,https://www.newschool.edu/tuition-fees-billing/current-tuition/,NA,https://apply.newschool.edu/apply/?sr=de4f3e01-e1d2-4997-8a27-ecd64c971500
"£14,000",12 Months,NA,On Campus,https://www.lincoln.ac.uk/home/course/robasyms/,https://www.lincoln.ac.uk/home/studyatlincoln/coursefees/postgraduatefeespgtlab/,NA,https://uol.t1cloud.com/T1Default/CiAnywhere/Web/UOL/StudentCore/StudentApplicationRegistrationMyMaintenance?f=%24SC.STUAPPREG.MNT&suite=SM&CourseCode=ROBASYMS
"£16,000",12 Months,NA,On Campus,https://www.lincoln.ac.uk/home/course/biotecms/,https://www.lincoln.ac.uk/home/course/biotecms/,NA,https://uol.t1cloud.com/T1Default/CiAnywhere/Web/UOL/StudentCore/StudentApplicationRegistrationMyMaintenance?f=%24SC.STUAPPREG.MNT&suite=SM&CourseCode=BIOTECMS
